review_scores_value,accommodates,bathrooms,bedrooms,beds,cancellation_policy,id,host_is_superhost,extra_people,property_type,room_type,price,neighbourhood_cleansed
,9,2.5,3.0,6.0,strict,9591787,1.0,25.0,Townhouse,Entire home/apt,250.0,Mann
,5,1.0,2.0,2.0,moderate,10279830,0.0,0.0,House,Entire home/apt,175.0,Mann
10.0,3,1.0,1.0,1.0,strict,1956553,0.0,15.0,House,Entire home/apt,95.0,Mann
10.0,4,1.0,1.0,2.0,strict,7396508,1.0,25.0,Condominium,Entire home/apt,150.0,Mann
9.0,2,1.0,1.0,1.0,moderate,6272065,0.0,10.0,House,Private room,65.0,Mann
10.0,3,1.0,1.0,1.0,flexible,7072218,0.0,0.0,Apartment,Entire home/apt,120.0,Mann
8.0,5,1.5,2.0,2.0,strict,7075948,0.0,0.0,Townhouse,Entire home/apt,300.0,Mann
10.0,2,1.0,1.0,1.0,flexible,7543458,1.0,0.0,Apartment,Entire home/apt,89.0,Mann
10.0,2,1.0,1.0,1.0,moderate,3769336,0.0,0.0,House,Entire home/apt,109.0,Mann
10.0,3,1.0,1.0,1.0,moderate,8666707,0.0,0.0,Apartment,Entire home/apt,75.0,Mann
8.0,6,1.0,2.0,3.0,strict,7205443,0.0,10.0,Apartment,Entire home/apt,99.0,Mann
9.0,5,2.5,3.0,3.0,strict,193371,0.0,25.0,House,Entire home/apt,150.0,Mann
9.0,6,1.5,3.0,4.0,strict,9957555,0.0,15.0,House,Entire home/apt,175.0,Mann
9.0,4,1.0,1.0,2.0,moderate,6795678,1.0,10.0,House,Entire home/apt,120.0,Mann
10.0,2,1.0,1.0,1.0,flexible,9300972,0.0,10.0,Apartment,Private room,45.0,Mann
10.0,7,1.5,2.0,5.0,strict,8047522,1.0,25.0,Townhouse,Entire home/apt,150.0,Mann
,4,1.0,2.0,2.0,moderate,9457328,0.0,0.0,Apartment,Entire home/apt,95.0,Mann
10.0,2,1.5,1.0,1.0,flexible,6576006,0.0,10.0,Townhouse,Private room,50.0,Mann
9.0,2,1.0,1.0,1.0,flexible,7971334,0.0,10.0,House,Private room,129.0,Mann
9.0,6,3.5,3.0,3.0,strict,1984962,0.0,0.0,House,Entire home/apt,295.0,Mann
10.0,2,1.0,1.0,1.0,strict,9292039,0.0,0.0,Apartment,Entire home/apt,99.0,Mann
9.0,6,2.5,2.0,3.0,strict,6661617,0.0,0.0,House,Entire home/apt,175.0,Mann
8.0,5,2.0,2.0,3.0,flexible,8848854,0.0,25.0,House,Entire home/apt,150.0,Mann
10.0,2,1.0,1.0,1.0,flexible,3251069,0.0,0.0,House,Private room,109.0,Mann
10.0,4,1.0,1.0,2.0,moderate,4111137,0.0,5.0,Apartment,Entire home/apt,85.0,Mann
9.0,3,1.0,1.0,1.0,moderate,4760472,0.0,5.0,Apartment,Entire home/apt,80.0,Mann
,4,2.5,1.0,2.0,flexible,8968925,0.0,0.0,House,Private room,115.0,Mann
10.0,2,1.0,1.0,1.0,moderate,3293438,0.0,10.0,Apartment,Entire home/apt,85.0,Mann
10.0,4,2.0,2.0,2.0,flexible,9210978,0.0,0.0,House,Entire home/apt,200.0,Madrona
9.0,2,1.0,1.0,1.0,strict,3319386,1.0,0.0,Apartment,Private room,169.0,Madrona
10.0,4,1.0,1.0,2.0,strict,7717813,0.0,0.0,House,Entire home/apt,130.0,Madrona
10.0,2,1.0,1.0,1.0,moderate,5578943,1.0,30.0,House,Private room,79.0,Madrona
10.0,1,1.0,1.0,1.0,strict,7660932,1.0,0.0,Cabin,Private room,125.0,Madrona
10.0,2,1.0,1.0,1.0,flexible,4271221,1.0,0.0,House,Private room,80.0,Madrona
10.0,2,1.0,1.0,1.0,flexible,6358605,0.0,0.0,Apartment,Private room,66.0,Madrona
10.0,2,1.0,1.0,1.0,flexible,1439237,1.0,10.0,House,Private room,97.0,Madrona
10.0,2,1.0,1.0,1.0,moderate,7775167,1.0,75.0,House,Private room,58.0,Madrona
,2,1.0,1.0,1.0,moderate,7437784,1.0,25.0,House,Private room,125.0,Madrona
,2,1.0,1.0,1.0,flexible,9628972,0.0,0.0,House,Private room,50.0,Madrona
9.0,10,3.5,5.0,7.0,strict,8425013,1.0,0.0,House,Entire home/apt,350.0,Madrona
10.0,4,1.5,2.0,2.0,strict,6925807,0.0,0.0,House,Entire home/apt,375.0,Madrona
9.0,6,2.0,3.0,5.0,moderate,7400955,0.0,0.0,House,Entire home/apt,240.0,Madrona
,5,1.0,2.0,2.0,flexible,8174389,0.0,0.0,House,Entire home/apt,189.0,Madrona
10.0,6,3.5,4.0,5.0,moderate,6292452,0.0,25.0,House,Entire home/apt,250.0,Madrona
,2,1.0,0.0,1.0,moderate,9095668,0.0,50.0,Apartment,Entire home/apt,90.0,Madrona
10.0,6,1.0,2.0,2.0,moderate,413733,1.0,25.0,House,Entire home/apt,125.0,Madrona
10.0,7,1.5,0.0,2.0,strict,8783900,0.0,0.0,Townhouse,Entire home/apt,155.0,Madrona
10.0,8,3.0,4.0,5.0,strict,639130,0.0,0.0,House,Entire home/apt,195.0,Madrona
10.0,3,1.0,1.0,2.0,moderate,2484067,1.0,20.0,House,Private room,69.0,Madrona
9.0,3,1.0,0.0,1.0,strict,3533112,0.0,10.0,Apartment,Entire home/apt,200.0,Madrona
10.0,4,1.0,2.0,2.0,strict,2249292,1.0,25.0,Apartment,Entire home/apt,75.0,Madrona
,5,1.0,2.0,3.0,flexible,7838294,0.0,25.0,House,Entire home/apt,225.0,Madrona
9.0,2,1.0,0.0,1.0,flexible,6133354,0.0,0.0,Apartment,Entire home/apt,135.0,Madrona
9.0,2,1.0,1.0,1.0,strict,7987836,0.0,0.0,Loft,Entire home/apt,85.0,Madrona
10.0,4,1.0,2.0,2.0,moderate,9910025,0.0,15.0,Apartment,Entire home/apt,110.0,Madrona
10.0,4,1.0,1.0,2.0,moderate,7364024,0.0,35.0,Townhouse,Entire home/apt,110.0,Madrona
10.0,5,1.0,2.0,2.0,flexible,9362082,0.0,0.0,House,Entire home/apt,250.0,Madrona
10.0,2,1.0,1.0,1.0,strict,8847108,0.0,0.0,Other,Entire home/apt,85.0,Madrona
9.0,1,1.5,1.0,1.0,flexible,7462428,0.0,0.0,House,Private room,50.0,Madrona
10.0,2,1.0,1.0,1.0,moderate,4370312,0.0,12.0,Apartment,Entire home/apt,78.0,Madrona
10.0,2,1.0,1.0,1.0,moderate,4053972,0.0,0.0,Apartment,Entire home/apt,95.0,Madrona
10.0,2,1.5,1.0,1.0,moderate,6209191,0.0,50.0,House,Private room,95.0,Madrona
,8,1.0,4.0,5.0,strict,10123910,0.0,0.0,House,Entire home/apt,295.0,Madrona
10.0,6,2.5,3.0,2.0,moderate,6412858,0.0,25.0,House,Entire home/apt,175.0,Madrona
10.0,2,1.0,1.0,1.0,moderate,3987838,0.0,0.0,Apartment,Entire home/apt,90.0,Madrona
10.0,1,1.0,1.0,1.0,moderate,7027507,0.0,0.0,House,Private room,68.0,Madrona
10.0,4,1.0,1.0,1.0,moderate,6587443,0.0,20.0,House,Private room,74.0,Madrona
,2,1.0,1.0,1.0,flexible,10204689,0.0,0.0,Apartment,Entire home/apt,80.0,Madrona
9.0,4,2.0,3.0,3.0,strict,1029680,0.0,0.0,House,Entire home/apt,500.0,Madrona
10.0,4,1.0,1.0,2.0,moderate,7208439,1.0,19.0,Apartment,Entire home/apt,115.0,Madrona
,8,3.0,4.0,5.0,strict,8327765,0.0,0.0,House,Entire home/apt,500.0,Madrona
10.0,4,1.0,1.0,2.0,strict,3953611,1.0,8.0,House,Private room,115.0,Madrona
10.0,2,1.0,1.0,1.0,moderate,2584354,0.0,0.0,Apartment,Entire home/apt,125.0,Madrona
10.0,8,3.0,3.0,4.0,strict,4574700,0.0,0.0,House,Entire home/apt,350.0,Madrona
10.0,6,1.0,2.0,3.0,flexible,5685646,0.0,25.0,House,Entire home/apt,140.0,Madrona
10.0,2,1.0,1.0,1.0,flexible,977722,0.0,20.0,Apartment,Entire home/apt,80.0,University District
8.0,5,2.0,2.0,2.0,moderate,2931922,0.0,15.0,Apartment,Entire home/apt,145.0,University District
8.0,6,1.0,1.0,3.0,moderate,8253955,0.0,15.0,House,Entire home/apt,150.0,University District
10.0,1,1.0,1.0,1.0,moderate,6426462,0.0,15.0,Condominium,Private room,65.0,University District
,1,1.0,1.0,1.0,strict,8154238,0.0,0.0,House,Shared room,50.0,University District
9.0,3,1.0,1.0,1.0,strict,5020861,0.0,0.0,Apartment,Private room,65.0,University District
,2,1.0,1.0,1.0,flexible,9611409,0.0,0.0,Other,Private room,45.0,University District
,2,0.5,1.0,1.0,flexible,9282348,0.0,15.0,Apartment,Private room,35.0,University District
9.0,2,1.0,1.0,1.0,strict,8939306,0.0,15.0,House,Private room,41.0,University District
9.0,2,1.0,1.0,1.0,moderate,5423692,0.0,10.0,House,Private room,59.0,University District
,2,1.5,1.0,1.0,strict,9159975,0.0,15.0,Townhouse,Private room,49.0,University District
9.0,2,1.0,1.0,1.0,strict,7561272,0.0,15.0,House,Private room,47.0,University District
9.0,2,1.0,1.0,1.0,moderate,7326419,0.0,0.0,House,Private room,65.0,University District
10.0,2,1.0,1.0,1.0,flexible,9373607,0.0,10.0,Apartment,Private room,41.0,University District
8.0,1,1.0,1.0,1.0,strict,6717555,0.0,0.0,Apartment,Private room,35.0,University District
10.0,2,1.0,1.0,1.0,strict,8939433,0.0,15.0,House,Private room,43.0,University District
10.0,2,1.0,1.0,1.0,strict,8939503,0.0,15.0,House,Private room,44.0,University District
,2,1.0,1.0,1.0,moderate,8742753,0.0,10.0,Apartment,Private room,99.0,University District
9.0,2,1.0,1.0,1.0,strict,8939687,0.0,15.0,House,Private room,45.0,University District
10.0,2,1.0,2.0,2.0,flexible,3793406,1.0,0.0,Apartment,Entire home/apt,98.0,University District
6.0,2,1.0,0.0,1.0,flexible,9134196,0.0,0.0,Apartment,Entire home/apt,109.0,University District
10.0,3,1.0,1.0,1.0,moderate,6007267,0.0,40.0,Apartment,Entire home/apt,75.0,University District
9.0,2,1.0,0.0,1.0,moderate,3422894,0.0,0.0,Apartment,Entire home/apt,88.0,University District
8.0,2,1.0,0.0,1.0,moderate,3630581,0.0,15.0,Apartment,Entire home/apt,98.0,University District
8.0,4,1.0,1.0,2.0,moderate,9394508,0.0,15.0,Apartment,Entire home/apt,75.0,University District
9.0,3,2.0,1.0,1.0,strict,7348578,0.0,15.0,House,Private room,40.0,University District
10.0,4,1.0,0.0,1.0,strict,8869680,0.0,25.0,Apartment,Entire home/apt,85.0,University District
,2,1.0,1.0,1.0,moderate,7678429,0.0,10.0,Apartment,Entire home/apt,100.0,University District
9.0,10,2.0,3.0,7.0,strict,2979387,0.0,30.0,House,Entire home/apt,275.0,University District
9.0,4,1.0,1.0,2.0,strict,1531458,0.0,15.0,Apartment,Entire home/apt,105.0,University District
6.0,3,1.0,1.0,1.0,moderate,1549973,0.0,15.0,Apartment,Entire home/apt,78.0,University District
9.0,4,1.0,1.0,2.0,strict,1123977,0.0,25.0,Apartment,Entire home/apt,150.0,University District
9.0,3,1.0,1.0,1.0,moderate,5719631,0.0,15.0,Apartment,Entire home/apt,95.0,University District
,5,2.0,2.0,3.0,moderate,9580209,0.0,15.0,Condominium,Entire home/apt,155.0,University District
10.0,2,1.0,0.0,1.0,flexible,9364220,0.0,0.0,Apartment,Entire home/apt,109.0,University District
,4,1.0,0.0,2.0,moderate,9663221,0.0,15.0,Apartment,Entire home/apt,80.0,University District
,2,1.0,0.0,2.0,flexible,9636952,0.0,15.0,Apartment,Entire home/apt,80.0,University District
8.0,5,1.0,2.0,2.0,strict,8594059,0.0,0.0,House,Entire home/apt,125.0,University District
10.0,2,1.0,1.0,1.0,moderate,6278756,0.0,0.0,Apartment,Private room,55.0,University District
8.0,4,1.0,0.0,2.0,moderate,3679617,0.0,15.0,Apartment,Entire home/apt,98.0,University District
,2,1.0,0.0,1.0,moderate,9416551,0.0,15.0,Apartment,Entire home/apt,82.0,University District
,2,1.0,1.0,1.0,strict,8322107,0.0,0.0,Apartment,Entire home/apt,70.0,University District
,1,1.0,1.0,1.0,moderate,9511676,0.0,0.0,Apartment,Private room,55.0,University District
8.0,4,1.0,1.0,2.0,moderate,3158243,0.0,15.0,Apartment,Entire home/apt,110.0,University District
10.0,12,3.5,5.0,7.0,strict,8327124,1.0,0.0,House,Entire home/apt,350.0,University District
9.0,9,2.5,4.0,6.0,strict,4311078,0.0,0.0,House,Entire home/apt,295.0,University District
8.0,3,1.0,1.0,2.0,moderate,3329962,0.0,15.0,Apartment,Entire home/apt,105.0,University District
8.0,4,1.0,1.0,2.0,moderate,3263071,0.0,15.0,Apartment,Entire home/apt,85.0,University District
,3,1.0,0.0,2.0,flexible,7302675,0.0,0.0,Apartment,Entire home/apt,75.0,University District
4.0,3,1.0,0.0,1.0,strict,6250399,0.0,15.0,Apartment,Entire home/apt,95.0,University District
9.0,2,1.0,1.0,1.0,moderate,7387294,0.0,0.0,House,Private room,75.0,University District
9.0,1,1.0,1.0,1.0,strict,7363462,0.0,15.0,House,Private room,45.0,University District
,1,1.5,1.0,1.0,flexible,6796336,0.0,0.0,House,Private room,30.0,University District
,1,1.0,1.0,1.0,strict,8156894,0.0,0.0,House,Shared room,42.0,University District
10.0,7,1.5,3.0,5.0,strict,1150519,0.0,25.0,House,Entire home/apt,250.0,University District
9.0,1,1.0,1.0,1.0,flexible,5969872,0.0,5.0,House,Private room,43.0,University District
10.0,4,1.0,1.0,1.0,flexible,9617068,0.0,0.0,Apartment,Entire home/apt,125.0,University District
10.0,3,1.0,1.0,1.0,strict,4438188,1.0,20.0,Apartment,Entire home/apt,112.0,University District
7.0,4,1.0,1.0,2.0,strict,1521633,0.0,15.0,Apartment,Entire home/apt,85.0,University District
9.0,2,1.0,1.0,2.0,flexible,6623079,0.0,0.0,Apartment,Private room,63.0,University District
9.0,1,1.0,1.0,1.0,strict,7561254,0.0,15.0,House,Private room,41.0,University District
9.0,3,1.0,1.0,2.0,strict,3494608,1.0,10.0,House,Entire home/apt,79.0,University District
6.0,2,1.0,1.0,1.0,strict,3085726,0.0,15.0,Apartment,Entire home/apt,70.0,University District
9.0,3,1.0,1.0,2.0,moderate,2256124,0.0,25.0,Apartment,Entire home/apt,85.0,University District
7.0,4,1.0,0.0,2.0,strict,7071021,0.0,15.0,Apartment,Entire home/apt,110.0,University District
10.0,1,1.0,1.0,1.0,flexible,9465815,0.0,0.0,Apartment,Private room,53.0,University District
10.0,2,1.0,1.0,1.0,moderate,6938103,0.0,10.0,House,Private room,75.0,University District
9.0,6,1.0,2.0,2.0,strict,6913414,0.0,0.0,House,Entire home/apt,125.0,University District
7.0,2,1.0,0.0,1.0,moderate,3706719,0.0,15.0,Apartment,Entire home/apt,90.0,University District
10.0,2,1.0,1.0,1.0,strict,8174626,0.0,10.0,Apartment,Entire home/apt,85.0,University District
7.0,3,1.0,1.0,1.0,moderate,1571230,0.0,15.0,Apartment,Entire home/apt,85.0,University District
8.0,2,1.0,0.0,1.0,moderate,4270642,0.0,15.0,Apartment,Entire home/apt,88.0,University District
8.0,4,1.0,1.0,2.0,moderate,5407311,0.0,15.0,Apartment,Entire home/apt,92.0,University District
,1,1.0,1.0,1.0,flexible,9976135,0.0,0.0,Apartment,Private room,28.0,University District
10.0,2,1.0,0.0,1.0,moderate,9558353,0.0,15.0,Apartment,Entire home/apt,70.0,University District
10.0,2,1.0,1.0,1.0,moderate,7247767,1.0,20.0,House,Private room,78.0,University District
,1,1.0,1.0,1.0,flexible,7035077,0.0,0.0,House,Private room,30.0,University District
8.0,4,1.0,0.0,2.0,moderate,7353834,0.0,15.0,Apartment,Entire home/apt,93.0,University District
,1,1.0,1.0,1.0,moderate,9319891,0.0,15.0,Apartment,Private room,65.0,University District
10.0,1,1.0,1.0,1.0,flexible,6575407,0.0,0.0,Condominium,Private room,120.0,University District
9.0,2,1.0,1.0,1.0,strict,7550234,0.0,15.0,House,Private room,40.0,University District
10.0,2,1.0,1.0,1.0,strict,8939736,0.0,15.0,House,Private room,43.0,University District
10.0,2,1.0,1.0,1.0,moderate,7247720,1.0,20.0,House,Private room,70.0,University District
9.0,3,1.0,1.0,2.0,moderate,1786923,0.0,20.0,Apartment,Entire home/apt,90.0,University District
8.0,3,1.0,0.0,2.0,strict,7649837,0.0,0.0,Apartment,Entire home/apt,90.0,University District
9.0,2,1.0,1.0,1.0,strict,3610724,0.0,10.0,Apartment,Entire home/apt,85.0,University District
9.0,3,1.0,1.0,2.0,flexible,7988337,0.0,20.0,Apartment,Entire home/apt,115.0,University District
8.0,4,1.0,1.0,1.0,strict,1773803,0.0,20.0,Apartment,Entire home/apt,89.0,University District
,2,1.0,2.0,2.0,flexible,7536074,0.0,0.0,Apartment,Entire home/apt,185.0,University District
9.0,2,1.0,0.0,2.0,strict,3770248,0.0,15.0,Apartment,Entire home/apt,85.0,University District
,2,1.0,1.0,1.0,strict,9097754,0.0,0.0,Apartment,Entire home/apt,135.0,University District
10.0,3,1.0,1.0,1.0,moderate,3291295,0.0,10.0,Apartment,Entire home/apt,95.0,University District
10.0,8,1.0,4.0,4.0,strict,8171726,0.0,40.0,Apartment,Entire home/apt,306.0,University District
,4,1.5,1.0,2.0,strict,10031055,0.0,21.0,House,Shared room,29.0,University District
9.0,2,1.0,1.0,1.0,strict,8939595,0.0,15.0,House,Private room,47.0,University District
8.0,1,1.0,1.0,1.0,strict,8155580,0.0,0.0,House,Shared room,50.0,University District
8.0,4,1.0,1.0,2.0,moderate,6705584,0.0,15.0,Apartment,Entire home/apt,105.0,University District
9.0,2,1.0,1.0,1.0,moderate,1417880,0.0,15.0,Apartment,Entire home/apt,83.0,University District
9.0,2,1.0,1.0,1.0,flexible,7245692,0.0,25.0,House,Private room,73.0,University District
10.0,4,2.5,2.0,2.0,strict,7153101,0.0,10.0,Townhouse,Entire home/apt,92.0,University District
,1,0.5,1.0,1.0,flexible,9014572,0.0,0.0,Apartment,Private room,69.0,University District
10.0,2,1.0,1.0,1.0,moderate,585418,1.0,26.0,Apartment,Shared room,59.0,University District
9.0,6,2.0,2.0,2.0,strict,4484426,0.0,20.0,Apartment,Entire home/apt,145.0,University District
7.0,4,1.0,1.0,2.0,moderate,3291777,0.0,12.0,Apartment,Entire home/apt,95.0,University District
7.0,6,2.0,2.0,2.0,strict,3096191,0.0,15.0,Apartment,Entire home/apt,150.0,University District
10.0,4,1.0,2.0,2.0,flexible,9865846,0.0,0.0,Apartment,Entire home/apt,85.0,University District
8.0,2,1.0,0.0,1.0,moderate,6249536,0.0,15.0,Apartment,Entire home/apt,98.0,University District
10.0,4,1.0,1.0,4.0,strict,5744931,0.0,10.0,Apartment,Entire home/apt,110.0,University District
,1,1.0,1.0,1.0,strict,8156764,0.0,0.0,House,Shared room,42.0,University District
8.0,3,1.0,1.0,1.0,strict,3303857,0.0,15.0,Apartment,Entire home/apt,95.0,University District
9.0,1,1.0,1.0,1.0,strict,8155710,0.0,0.0,House,Shared room,42.0,University District
9.0,5,2.0,3.0,3.0,moderate,3843706,0.0,0.0,House,Entire home/apt,250.0,University District
,1,1.0,1.0,1.0,strict,8156860,0.0,0.0,House,Shared room,42.0,University District
9.0,2,1.0,1.0,1.0,flexible,9316399,0.0,0.0,Apartment,Private room,40.0,University District
8.0,4,1.0,2.0,3.0,moderate,293890,0.0,15.0,Apartment,Entire home/apt,80.0,University District
10.0,2,1.5,1.0,2.0,flexible,7915432,0.0,10.0,Townhouse,Shared room,40.0,University District
,6,1.0,2.0,3.0,flexible,7501583,0.0,0.0,House,Entire home/apt,275.0,University District
,1,1.0,0.0,1.0,flexible,10126050,0.0,0.0,Apartment,Entire home/apt,47.0,University District
,2,1.0,1.0,2.0,flexible,7807658,0.0,0.0,Apartment,Shared room,118.0,University District
8.0,3,1.0,1.0,1.0,strict,1589461,0.0,15.0,Apartment,Entire home/apt,105.0,University District
10.0,6,2.0,2.0,3.0,moderate,9303530,0.0,15.0,Apartment,Entire home/apt,150.0,University District
10.0,5,1.5,3.0,2.0,flexible,7809718,0.0,0.0,House,Entire home/apt,250.0,University District
10.0,2,1.0,1.0,1.0,moderate,140331,1.0,15.0,House,Private room,88.0,Harrison/Denny-Blaine
,2,1.0,1.0,1.0,flexible,9462315,0.0,0.0,House,Private room,139.0,Harrison/Denny-Blaine
9.0,4,1.0,2.0,2.0,flexible,565703,0.0,25.0,Apartment,Entire home/apt,128.0,Harrison/Denny-Blaine
9.0,2,1.0,1.0,1.0,strict,1147349,0.0,25.0,Apartment,Entire home/apt,110.0,Harrison/Denny-Blaine
10.0,2,1.0,1.0,1.0,strict,7262358,0.0,0.0,House,Entire home/apt,210.0,Harrison/Denny-Blaine
9.0,4,1.0,1.0,2.0,strict,723723,0.0,40.0,House,Entire home/apt,155.0,Harrison/Denny-Blaine
10.0,4,1.0,2.0,2.0,moderate,4757025,1.0,20.0,House,Entire home/apt,168.0,Harrison/Denny-Blaine
10.0,2,1.0,0.0,1.0,strict,3334052,0.0,0.0,Apartment,Entire home/apt,62.0,Harrison/Denny-Blaine
10.0,2,1.0,0.0,1.0,strict,7036707,1.0,0.0,Apartment,Entire home/apt,80.0,Harrison/Denny-Blaine
10.0,2,1.0,1.0,1.0,strict,5272327,0.0,0.0,Apartment,Entire home/apt,105.0,Harrison/Denny-Blaine
10.0,4,1.0,1.0,2.0,moderate,3921664,0.0,15.0,House,Private room,50.0,Harrison/Denny-Blaine
,2,1.0,1.0,1.0,strict,9974658,0.0,20.0,House,Private room,70.0,Harrison/Denny-Blaine
10.0,1,1.0,1.0,1.0,strict,2727984,1.0,0.0,House,Private room,165.0,Harrison/Denny-Blaine
10.0,2,1.0,1.0,1.0,strict,794633,1.0,30.0,House,Entire home/apt,79.0,Harrison/Denny-Blaine
10.0,2,1.0,0.0,1.0,moderate,3959442,1.0,0.0,Apartment,Entire home/apt,95.0,Minor
9.0,2,1.0,1.0,1.0,moderate,6761267,0.0,0.0,House,Entire home/apt,90.0,Minor
10.0,8,2.5,3.0,3.0,strict,6824408,0.0,40.0,House,Entire home/apt,380.0,Minor
9.0,8,3.0,4.0,4.0,strict,2526129,0.0,0.0,House,Entire home/apt,225.0,Minor
10.0,2,1.0,1.0,1.0,flexible,7859906,0.0,0.0,House,Private room,60.0,Minor
,2,1.0,1.0,1.0,flexible,9636248,0.0,25.0,Condominium,Entire home/apt,100.0,Minor
10.0,5,2.5,2.0,2.0,flexible,4623541,0.0,60.0,House,Entire home/apt,157.0,Minor
9.0,2,1.0,1.0,1.0,strict,1970725,1.0,0.0,House,Private room,110.0,Minor
9.0,3,1.0,1.0,1.0,flexible,4418480,0.0,0.0,Apartment,Entire home/apt,150.0,Minor
,6,3.5,3.0,3.0,moderate,911001,1.0,0.0,Townhouse,Entire home/apt,203.0,Minor
9.0,5,1.0,1.0,2.0,moderate,6670332,1.0,25.0,House,Entire home/apt,145.0,Minor
9.0,3,1.0,1.0,1.0,strict,1249060,0.0,35.0,House,Entire home/apt,85.0,Minor
9.0,4,1.0,1.0,2.0,moderate,1566487,1.0,20.0,Apartment,Entire home/apt,79.0,Minor
10.0,1,1.0,1.0,1.0,flexible,9711153,0.0,0.0,Apartment,Shared room,40.0,Minor
9.0,2,1.0,1.0,1.0,strict,444221,0.0,5.0,House,Private room,49.0,Minor
9.0,4,1.0,1.0,2.0,strict,1018204,0.0,5.0,Cabin,Private room,56.0,Minor
10.0,7,2.5,3.0,4.0,strict,4856986,1.0,25.0,House,Entire home/apt,330.0,Minor
9.0,4,1.0,2.0,2.0,flexible,2130652,0.0,10.0,Apartment,Entire home/apt,150.0,Minor
9.0,8,3.0,4.0,4.0,strict,5524530,1.0,0.0,House,Entire home/apt,350.0,Minor
10.0,4,1.5,2.0,2.0,strict,9216874,0.0,60.0,Townhouse,Entire home/apt,145.0,Minor
10.0,2,1.0,1.0,1.0,moderate,7971395,0.0,0.0,House,Private room,67.0,Minor
10.0,3,2.0,1.0,1.0,moderate,2593263,0.0,15.0,House,Private room,69.0,Minor
9.0,2,1.0,1.0,1.0,strict,443580,0.0,5.0,Cabin,Private room,52.0,Minor
10.0,2,1.0,1.0,1.0,strict,1614502,1.0,0.0,House,Private room,75.0,Minor
9.0,2,1.5,1.0,1.0,moderate,4477426,0.0,0.0,Apartment,Private room,90.0,Minor
10.0,2,1.0,1.0,1.0,strict,7648716,1.0,25.0,House,Private room,130.0,Minor
,2,1.0,1.0,1.0,moderate,9696912,0.0,0.0,House,Private room,65.0,Minor
10.0,2,1.0,1.0,1.0,moderate,3585592,0.0,0.0,Apartment,Entire home/apt,155.0,Minor
10.0,2,1.0,1.0,1.0,flexible,3757858,0.0,0.0,Apartment,Shared room,79.0,Minor
9.0,3,1.0,1.0,1.0,flexible,7219838,0.0,5.0,Apartment,Shared room,60.0,Minor
10.0,4,1.0,2.0,1.0,flexible,6022715,0.0,0.0,Apartment,Entire home/apt,115.0,Minor
10.0,2,1.0,1.0,1.0,flexible,7685745,0.0,10.0,House,Private room,60.0,Minor
9.0,2,1.0,1.0,1.0,flexible,4565370,0.0,0.0,House,Private room,70.0,Minor
9.0,2,1.0,1.0,1.0,flexible,4783817,0.0,0.0,Apartment,Private room,80.0,Minor
9.0,3,2.0,1.0,2.0,moderate,2593176,0.0,25.0,House,Private room,70.0,Minor
10.0,1,2.0,1.0,1.0,moderate,3143227,0.0,15.0,House,Private room,55.0,Minor
10.0,2,1.5,1.0,1.0,strict,1214306,1.0,20.0,House,Private room,72.0,Minor
10.0,2,1.0,1.0,1.0,flexible,9448215,0.0,0.0,House,Private room,67.0,Minor
,2,1.0,1.0,1.0,flexible,9369481,0.0,0.0,House,Private room,58.0,Minor
9.0,2,1.5,1.0,1.0,moderate,3533224,1.0,10.0,House,Private room,70.0,Minor
9.0,2,1.0,1.0,1.0,strict,443736,0.0,10.0,Apartment,Entire home/apt,81.0,Minor
10.0,2,1.5,1.0,1.0,flexible,6675927,1.0,0.0,House,Private room,58.0,Minor
10.0,2,2.0,1.0,1.0,strict,1772119,1.0,0.0,House,Private room,58.0,Minor
10.0,1,1.0,1.0,1.0,moderate,7808495,1.0,0.0,House,Private room,100.0,Minor
9.0,2,1.0,0.0,1.0,strict,4539948,1.0,0.0,Loft,Entire home/apt,110.0,Minor
9.0,2,1.0,1.0,1.0,flexible,7768727,0.0,0.0,Townhouse,Private room,75.0,Minor
10.0,2,1.0,0.0,1.0,strict,769213,0.0,0.0,House,Entire home/apt,124.0,Minor
9.0,4,1.0,1.0,2.0,moderate,5328449,0.0,20.0,Apartment,Entire home/apt,150.0,Minor
10.0,2,2.0,1.0,1.0,moderate,1763809,0.0,15.0,House,Private room,65.0,Minor
9.0,6,2.0,2.0,2.0,moderate,1499596,0.0,0.0,House,Entire home/apt,225.0,Minor
10.0,2,1.0,1.0,1.0,flexible,4737727,0.0,0.0,House,Private room,70.0,Minor
9.0,2,1.0,1.0,1.0,flexible,8242212,0.0,0.0,Apartment,Entire home/apt,105.0,Minor
9.0,4,2.0,2.0,2.0,moderate,8186781,0.0,25.0,House,Entire home/apt,158.0,Minor
10.0,2,1.0,1.0,1.0,strict,7229015,1.0,5.0,Townhouse,Private room,69.0,Minor
,2,1.0,1.0,1.0,flexible,5814207,0.0,0.0,Apartment,Entire home/apt,80.0,Minor
9.0,2,1.0,1.0,2.0,moderate,2274086,0.0,30.0,Apartment,Private room,99.0,Minor
10.0,6,1.0,2.0,3.0,strict,4387985,1.0,20.0,House,Entire home/apt,165.0,Minor
,2,1.0,0.0,1.0,moderate,9909445,0.0,0.0,Bungalow,Entire home/apt,70.0,Minor
9.0,4,1.0,1.0,2.0,flexible,7664899,0.0,75.0,House,Private room,118.0,Minor
